CaseId,StructureType,EnergyProfile,VariantKind,ParentCaseId,GenerationMode,VariantSeed,NominalHitCount,ActualHitCount,StepCount,Density,MeanEnergy,PeakEnergy,AnchorCount,HasOpeningAnchor,HasClosingAnchor,EndDensity,EndEnergy,EndAccent,DensityShape,EnergyShape,SelectedResponseType,TargetDensity,ComplementarityBias,PreserveAnchors,MirrorEnding,SnapshotSelectedResponseType,PlannerDescriptorSummary,PlannerSourceDensity,PlannerSourceEnergy,Score_Mirror,Score_Complement,Score_Simplify,Score_Intensify,Score_Contrast,Score_Fill
Variant_H16_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H16_FrontLoaded_Increasing,BasePlusVariants,1783333,16,16,96,0.166667,86,105,3,False,False,0.125,103.3333,105,FrontLoaded,Increasing,Intensify,0.336667,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.166667,0.677165,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H16_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,16,16,96,0.166667,88.875,110,4,True,True,0.125,110,110,FrontLoaded,Increasing,Mirror,0.179167,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.699803,3.875,2.5,-2.125,3.5,0.75,2
Variant_H16_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H16_FrontLoaded_AccentedEnding,BasePlusVariants,611222566,16,16,96,0.166667,89.4375,114,4,True,True,0.125,110.3333,114,FrontLoaded,BackLoaded,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.704232,1.875,1,-0.125,2.5,1.75,2
Base_H16_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,16,16,96,0.166667,84,84,2,True,False,0.25,84,84,Increasing,Flat,Fill,0.366667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.166667,0.661417,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H16_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H16_BackLoaded_Flat,BasePlusVariants,1200327623,16,16,96,0.166667,83.5625,88,2,False,False,0.25,83.33334,86,Increasing,FrontLoaded,Intensify,0.336667,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.166667,0.657973,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H16_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,16,16,96,0.166667,92.625,108,5,True,True,0.25,103.1667,108,Increasing,Increasing,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.729331,1.875,1,-0.125,2.5,1.75,2
Variant_H16_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H16_BackLoaded_Increasing,BasePlusVariants,1683730411,16,16,96,0.166667,92.1875,106,5,True,True,0.25,101.6667,106,Increasing,Increasing,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.725886,1.875,1,-0.125,2.5,1.75,2
Base_H16_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,16,16,96,0.166667,93.75,110,5,True,True,0.25,110,110,Increasing,Increasing,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.738189,1.875,1,-0.125,2.5,1.75,2
Variant_H16_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H16_BackLoaded_AccentedEnding,BasePlusVariants,2138148244,16,16,96,0.166667,94.4375,113,4,True,True,0.25,110.1667,113,Increasing,BackLoaded,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.743602,1.875,1,-0.125,2.5,1.75,2
Base_H16_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,16,16,96,0.166667,84,84,1,False,True,0.208333,84,84,MidDip,Flat,Mirror,0.179167,0.275,False,True,Mirror,"Sparse, MediumEnergy, StrongEnding, BalancedProfile",0.166667,0.661417,4,1.75,-2.5,4,-0.25,1.25
Variant_H16_Clustered_Flat,Clustered,Flat,Variant,Base_H16_Clustered_Flat,BasePlusVariants,1099580178,16,16,96,0.166667,85.6875,88,1,False,True,0.208333,86.8,88,MidDip,BackLoaded,Intensify,0.324167,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.674705,2.875,1,-2.125,4,2.25,2
Base_H16_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,16,16,96,0.166667,88.25,104,1,False,True,0.208333,102.8,104,MidDip,Increasing,Intensify,0.324167,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.694882,2.875,1,-2.125,4,2.25,2
Variant_H16_Clustered_Increasing,Clustered,Increasing,Variant,Base_H16_Clustered_Increasing,BasePlusVariants,554935758,16,16,96,0.166667,88.75,106,1,False,True,0.208333,104,106,MidDip,BackLoaded,Intensify,0.324167,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.698819,2.875,1,-2.125,4,2.25,2
Base_H16_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,16,16,96,0.166667,92.125,110,1,False,True,0.208333,110,110,MidDip,Increasing,Contrast,0.179167,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.725394,0.875,-0.5,-0.125,3,3.25,2
Variant_H16_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H16_Clustered_AccentedEnding,BasePlusVariants,993025197,16,16,96,0.166667,91.75,114,1,False,True,0.208333,110.4,114,MidDip,BackLoaded,Contrast,0.179167,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.722441,0.875,-0.5,-0.125,3,3.25,2
Base_H16_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,16,16,96,0.166667,87,100,2,True,False,0.166667,88,100,MidDip,BackLoaded,Fill,0.366667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.166667,0.685039,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H16_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H16_AnchorLed_Flat,BasePlusVariants,2138857169,16,16,96,0.166667,86.125,103,2,True,False,0.166667,88.5,103,MidDip,BackLoaded,Fill,0.366667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.166667,0.67815,2.625,3.125,-2.125,4.125,0.75,3.875
Base_H16_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,16,16,96,0.166667,91,124,2,True,False,0.166667,111.5,124,MidDip,Increasing,Fill,0.366667,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.166667,0.716535,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H16_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H16_AnchorLed_Increasing,BasePlusVariants,1809295289,16,16,96,0.166667,90.875,125,3,True,True,0.166667,110.75,125,MidDip,Increasing,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.715551,1.875,1,-0.125,2.5,1.75,2
Base_H16_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,16,16,96,0.166667,93.5,126,2,True,False,0.166667,114,126,MidDip,BackLoaded,Fill,0.366667,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.166667,0.736221,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H16_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H16_AnchorLed_AccentedEnding,BasePlusVariants,1232591146,16,16,96,0.166667,93.5,125,4,True,True,0.166667,112.25,125,MidDip,BackLoaded,Intensify,0.324167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.166667,0.736221,1.875,1,-0.125,2.5,1.75,2
Base_H20_Even_Flat,Even,Flat,Base,,BasePlusVariants,,20,20,96,0.208333,84,84,1,True,False,0.208333,84,84,Flat,Flat,Intensify,0.353333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.208333,0.661417,3.75,3.875,-2.5,4.125,-0.25,3.125
Variant_H20_Even_Flat,Even,Flat,Variant,Base_H20_Even_Flat,BasePlusVariants,1871891072,20,20,96,0.208333,84.4,88,1,True,False,0.208333,83.6,87,Flat,FrontLoaded,Intensify,0.353333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.208333,0.664567,2.625,3.125,-2.125,4.125,0.75,3.125
Base_H20_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,20,20,96,0.208333,89,108,4,True,True,0.208333,104,108,Flat,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.700787,1.875,1,-0.125,2.5,1.75,2
Variant_H20_Even_Increasing,Even,Increasing,Variant,Base_H20_Even_Increasing,BasePlusVariants,1697037072,20,20,96,0.208333,89,107,4,True,True,0.208333,103.4,107,Flat,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.700787,1.875,1,-0.125,2.5,1.75,2
Base_H20_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,20,20,96,0.208333,90.5,110,3,True,True,0.208333,110,110,Flat,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.712598,1.875,1,-0.125,2.5,1.75,2
Variant_H20_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H20_Even_AccentedEnding,BasePlusVariants,1839198591,20,20,96,0.208333,91,113,3,True,True,0.208333,111.4,113,Flat,BackLoaded,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.716535,1.875,1,-0.125,2.5,1.75,2
Base_H20_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,20,20,96,0.208333,84,84,2,True,False,0.125,84,84,Decreasing,Flat,Intensify,0.353333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.208333,0.661417,2.625,3.125,-2.125,4.125,0.75,3.125
Variant_H20_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H20_FrontLoaded_Flat,BasePlusVariants,1103321214,20,20,96,0.208333,84.05,87,1,True,False,0.125,83.33334,87,Decreasing,FrontLoaded,Intensify,0.353333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.208333,0.661811,2.625,3.125,-2.125,4.125,0.75,3.125
Base_H20_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,20,20,96,0.208333,85.15,108,3,True,True,0.125,104,108,Decreasing,Increasing,Mirror,0.220833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.670472,3.875,2.5,-2.125,3.5,0.75,2
Variant_H20_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H20_FrontLoaded_Increasing,BasePlusVariants,1060579794,20,20,96,0.208333,85.45,110,2,True,True,0.125,104,110,Decreasing,Increasing,Mirror,0.220833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.672835,3.875,2.5,-2.125,3.5,0.75,2
Base_H20_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,20,20,96,0.208333,87.9,110,3,True,True,0.125,110,110,Decreasing,Increasing,Mirror,0.220833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.692126,3.875,2.5,-2.125,3.5,0.75,2
Variant_H20_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H20_FrontLoaded_AccentedEnding,BasePlusVariants,212819057,20,20,96,0.208333,88.85,112,3,True,True,0.125,111,112,Decreasing,Increasing,Mirror,0.220833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.699606,3.875,2.5,-2.125,3.5,0.75,2
Base_H20_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,20,20,96,0.208333,84,84,3,True,False,0.291667,84,84,Increasing,Flat,Fill,0.408333,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.208333,0.661417,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H20_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H20_BackLoaded_Flat,BasePlusVariants,874977474,20,20,96,0.208333,83.45,88,2,False,False,0.291667,82.85714,86,Increasing,Decreasing,Intensify,0.353333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.208333,0.657087,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H20_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,20,20,96,0.208333,92.85,108,4,True,True,0.291667,103.5714,108,Increasing,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.731102,1.875,1,-0.125,2.5,1.75,2
Variant_H20_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H20_BackLoaded_Increasing,BasePlusVariants,1724362398,20,20,96,0.208333,92.65,109,4,True,True,0.291667,105,109,Increasing,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.729528,1.875,1,-0.125,2.5,1.75,2
Base_H20_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,20,20,96,0.208333,93.1,110,4,True,True,0.291667,110,110,Increasing,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.733071,1.875,1,-0.125,2.5,1.75,2
Variant_H20_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H20_BackLoaded_AccentedEnding,BasePlusVariants,1763131101,20,20,96,0.208333,93.45,113,3,False,True,0.291667,109,113,Increasing,BackLoaded,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.735827,1.875,1,-0.125,2.5,1.75,2
Base_H20_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,20,20,96,0.208333,84,84,1,False,True,0.25,84,84,MidDip,Flat,Mirror,0.220833,0.275,False,True,Mirror,"Sparse, MediumEnergy, StrongEnding, BalancedProfile",0.208333,0.661417,4,1.75,-2.5,4,-0.25,1.25
Variant_H20_Clustered_Flat,Clustered,Flat,Variant,Base_H20_Clustered_Flat,BasePlusVariants,1114353293,20,20,96,0.208333,83.95,88,1,False,True,0.25,84.66666,87,MidDip,MidPeak,Mirror,0.220833,0.275,False,True,Mirror,"Sparse, MediumEnergy, StrongEnding, BalancedProfile",0.208333,0.661024,4,1.75,-2.5,4,-0.25,1.25
Base_H20_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,20,20,96,0.208333,88.45,104,1,False,True,0.25,102.6667,104,MidDip,Increasing,Intensify,0.340833,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.696457,2.875,1,-2.125,4,2.25,2
Variant_H20_Clustered_Increasing,Clustered,Increasing,Variant,Base_H20_Clustered_Increasing,BasePlusVariants,717495757,20,20,96,0.208333,88,107,1,False,True,0.25,103,107,MidDip,Increasing,Intensify,0.340833,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.692913,2.875,1,-2.125,4,2.25,2
Base_H20_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,20,20,96,0.208333,91.8,110,1,False,True,0.25,110,110,MidDip,Increasing,Contrast,0.220833,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.722835,0.875,-0.5,-0.125,3,3.25,2
Variant_H20_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H20_Clustered_AccentedEnding,BasePlusVariants,156789454,20,20,96,0.208333,92.35,114,1,False,True,0.25,111.1667,114,MidDip,BackLoaded,Contrast,0.220833,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.727165,0.875,-0.5,-0.125,3,3.25,2
Base_H20_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,20,20,96,0.208333,86.4,100,2,True,False,0.208333,87.2,100,MidDip,BackLoaded,Fill,0.408333,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.208333,0.680315,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H20_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H20_AnchorLed_Flat,BasePlusVariants,1200252906,20,20,96,0.208333,86.55,103,2,True,False,0.208333,86.6,97,MidDip,MidDip,Intensify,0.353333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.208333,0.681496,3.75,3.875,-2.5,4.125,-0.25,3.125
Base_H20_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,20,20,96,0.208333,90.65,124,2,True,False,0.208333,110.4,124,MidDip,Increasing,Fill,0.408333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.208333,0.71378,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H20_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H20_AnchorLed_Increasing,BasePlusVariants,1749714518,20,20,96,0.208333,89.8,126,3,True,True,0.208333,109,126,MidDip,Increasing,Intensify,0.340833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.208333,0.707087,1.875,1,-0.125,2.5,1.75,2
Base_H20_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,20,20,96,0.208333,92.9,126,2,True,False,0.208333,113.2,126,MidDip,BackLoaded,Fill,0.408333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.208333,0.731496,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H20_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H20_AnchorLed_AccentedEnding,BasePlusVariants,944243541,20,20,96,0.208333,92.45,127,1,True,False,0.208333,114.2,127,MidDip,BackLoaded,Fill,0.408333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.208333,0.727953,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H24_Even_Flat,Even,Flat,Base,,BasePlusVariants,,24,24,96,0.25,84,84,1,True,False,0.25,84,84,Flat,Flat,Intensify,0.395,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.25,0.661417,3.75,3.875,-2.5,4.125,-0.25,3.125
Variant_H24_Even_Flat,Even,Flat,Variant,Base_H24_Even_Flat,BasePlusVariants,1221406172,24,24,96,0.25,84.125,88,1,True,False,0.25,83.5,88,Flat,FrontLoaded,Intensify,0.395,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.25,0.662402,2.625,3.125,-2.125,4.125,0.75,3.125
Base_H24_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,24,24,96,0.25,89,108,2,True,True,0.25,103.8333,108,Flat,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.700787,1.875,1,-0.125,2.5,1.75,2
Variant_H24_Even_Increasing,Even,Increasing,Variant,Base_H24_Even_Increasing,BasePlusVariants,1163924212,24,24,96,0.25,89.04166,110,2,True,True,0.25,102.6667,110,Flat,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.701116,1.875,1,-0.125,2.5,1.75,2
Base_H24_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,24,24,96,0.25,90.5,110,2,True,True,0.25,110,110,Flat,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.712598,1.875,1,-0.125,2.5,1.75,2
Variant_H24_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H24_Even_AccentedEnding,BasePlusVariants,634551283,24,24,96,0.25,91.125,114,2,True,True,0.25,110,114,Flat,BackLoaded,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.71752,1.875,1,-0.125,2.5,1.75,2
Base_H24_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,24,24,96,0.25,84,84,2,True,False,0.166667,84,84,Decreasing,Flat,Intensify,0.395,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.25,0.661417,2.625,3.125,-2.125,4.125,0.75,3.125
Variant_H24_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H24_FrontLoaded_Flat,BasePlusVariants,46330138,24,24,96,0.25,84.04166,88,2,True,False,0.166667,81.5,84,Decreasing,Decreasing,Intensify,0.395,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.25,0.661745,2.625,3.125,-2.125,4.125,0.75,3.125
Base_H24_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,24,24,96,0.25,85.75,108,3,True,True,0.166667,104,108,Decreasing,Increasing,Mirror,0.2625,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.675197,3.875,2.5,-2.125,3.5,0.75,2
Variant_H24_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H24_FrontLoaded_Increasing,BasePlusVariants,1009125542,24,24,96,0.25,85.79166,106,3,True,True,0.166667,104,106,Decreasing,Increasing,Intensify,0.3825,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.25,0.675525,2.875,1,-2.125,4,2.25,2
Base_H24_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,24,24,96,0.25,88.33334,110,3,True,True,0.166667,110,110,Decreasing,Increasing,Mirror,0.2625,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.695538,3.875,2.5,-2.125,3.5,0.75,2
Variant_H24_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H24_FrontLoaded_AccentedEnding,BasePlusVariants,1761106757,24,24,96,0.25,89.08334,114,3,True,True,0.166667,111.75,114,Decreasing,BackLoaded,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.701444,1.875,1,-0.125,2.5,1.75,2
Base_H24_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,24,24,96,0.25,84,84,2,True,False,0.333333,84,84,Increasing,Flat,Fill,0.45,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.661417,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H24_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H24_BackLoaded_Flat,BasePlusVariants,1300373350,24,24,96,0.25,83.66666,88,2,True,False,0.333333,84.25,88,Increasing,FrontLoaded,Fill,0.45,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.658793,2.625,3.125,-2.125,4.125,0.75,3.875
Base_H24_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,24,24,96,0.25,92.25,108,3,True,True,0.333333,103.625,108,Increasing,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.726378,1.875,1,-0.125,2.5,1.75,2
Variant_H24_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H24_BackLoaded_Increasing,BasePlusVariants,1132893162,24,24,96,0.25,92.875,110,3,True,True,0.333333,105,110,Increasing,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.731299,1.875,1,-0.125,2.5,1.75,2
Base_H24_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,24,24,96,0.25,92.66666,110,3,True,True,0.333333,110,110,Increasing,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.729659,1.875,1,-0.125,2.5,1.75,2
Variant_H24_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H24_BackLoaded_AccentedEnding,BasePlusVariants,1635315017,24,24,96,0.25,92.29166,112,3,True,True,0.333333,109.5,112,Increasing,Increasing,Intensify,0.3825,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.25,0.726706,1.875,1,-0.125,2.5,1.75,2
Base_H24_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,24,24,96,0.25,84,84,0,False,False,0.333333,84,84,MidDip,Flat,Intensify,0.395,0.55,False,False,Intensify,"Sparse, MediumEnergy, BalancedProfile",0.25,0.661417,2.75,2.375,-2.5,4.625,-0.25,3.125
