CaseID,ResponseTypeA,ResponseTypeB,JaccardDistance
Base_H28_AnchorLed_AccentedEnding,Simplify,Fill,0.769231
Base_H28_AnchorLed_AccentedEnding,Intensify,Contrast,0.685714
Base_H28_AnchorLed_AccentedEnding,Intensify,Fill,0.333333
Base_H28_AnchorLed_AccentedEnding,Contrast,Fill,0.538462
Base_H28_AnchorLed_Flat,Mirror,Complement,0.647059
Base_H28_AnchorLed_Flat,Mirror,Simplify,0.793103
Base_H28_AnchorLed_Flat,Mirror,Intensify,0.297297
Base_H28_AnchorLed_Flat,Mirror,Contrast,0.828571
Base_H28_AnchorLed_Flat,Mirror,Fill,0.472222
Base_H28_AnchorLed_Flat,Complement,Simplify,0.85
Base_H28_AnchorLed_Flat,Complement,Intensify,0.621622
Base_H28_AnchorLed_Flat,Complement,Contrast,0.619048
Base_H28_AnchorLed_Flat,Complement,Fill,0.517241
Base_H28_AnchorLed_Flat,Simplify,Intensify,0.823529
Base_H28_AnchorLed_Flat,Simplify,Contrast,0.875
Base_H28_AnchorLed_Flat,Simplify,Fill,0.769231
Base_H28_AnchorLed_Flat,Intensify,Contrast,0.685714
Base_H28_AnchorLed_Flat,Intensify,Fill,0.333333
Base_H28_AnchorLed_Flat,Contrast,Fill,0.538462
Base_H28_AnchorLed_Increasing,Mirror,Complement,0.647059
Base_H28_AnchorLed_Increasing,Mirror,Simplify,0.793103
Base_H28_AnchorLed_Increasing,Mirror,Intensify,0.297297
Base_H28_AnchorLed_Increasing,Mirror,Contrast,0.828571
Base_H28_AnchorLed_Increasing,Mirror,Fill,0.472222
Base_H28_AnchorLed_Increasing,Complement,Simplify,0.85
Base_H28_AnchorLed_Increasing,Complement,Intensify,0.621622
Base_H28_AnchorLed_Increasing,Complement,Contrast,0.619048
Base_H28_AnchorLed_Increasing,Complement,Fill,0.517241
Base_H28_AnchorLed_Increasing,Simplify,Intensify,0.823529
Base_H28_AnchorLed_Increasing,Simplify,Contrast,0.875
Base_H28_AnchorLed_Increasing,Simplify,Fill,0.769231
Base_H28_AnchorLed_Increasing,Intensify,Contrast,0.685714
Base_H28_AnchorLed_Increasing,Intensify,Fill,0.333333
Base_H28_AnchorLed_Increasing,Contrast,Fill,0.538462
Base_H28_BackLoaded_AccentedEnding,Mirror,Complement,0.631579
Base_H28_BackLoaded_AccentedEnding,Mirror,Simplify,0.517241
Base_H28_BackLoaded_AccentedEnding,Mirror,Intensify,0.510638
Base_H28_BackLoaded_AccentedEnding,Mirror,Contrast,0.711111
Base_H28_BackLoaded_AccentedEnding,Mirror,Fill,0.724138
Base_H28_BackLoaded_AccentedEnding,Complement,Simplify,0.724138
Base_H28_BackLoaded_AccentedEnding,Complement,Intensify,0.47619
Base_H28_BackLoaded_AccentedEnding,Complement,Contrast,0.375
Base_H28_BackLoaded_AccentedEnding,Complement,Fill,0.521739
Base_H28_BackLoaded_AccentedEnding,Simplify,Intensify,0.690476
Base_H28_BackLoaded_AccentedEnding,Simplify,Contrast,0.805556
Base_H28_BackLoaded_AccentedEnding,Simplify,Fill,0.795918
Base_H28_BackLoaded_AccentedEnding,Intensify,Contrast,0.6
Base_H28_BackLoaded_AccentedEnding,Intensify,Fill,0.464286
Base_H28_BackLoaded_AccentedEnding,Contrast,Fill,0.54902
Base_H28_BackLoaded_Flat,Mirror,Complement,0.594595
Base_H28_BackLoaded_Flat,Mirror,Simplify,0.517241
Base_H28_BackLoaded_Flat,Mirror,Intensify,0.489362
Base_H28_BackLoaded_Flat,Mirror,Contrast,0.681818
Base_H28_BackLoaded_Flat,Mirror,Fill,0.711864
Base_H28_BackLoaded_Flat,Complement,Simplify,0.724138
Base_H28_BackLoaded_Flat,Complement,Intensify,0.488372
Base_H28_BackLoaded_Flat,Complement,Contrast,0.375
Base_H28_BackLoaded_Flat,Complement,Fill,0.510638
Base_H28_BackLoaded_Flat,Simplify,Intensify,0.666667
Base_H28_BackLoaded_Flat,Simplify,Contrast,0.805556
Base_H28_BackLoaded_Flat,Simplify,Fill,0.803922
Base_H28_BackLoaded_Flat,Intensify,Contrast,0.607843
Base_H28_BackLoaded_Flat,Intensify,Fill,0.465517
Base_H28_BackLoaded_Flat,Contrast,Fill,0.538462
Base_H28_BackLoaded_Increasing,Mirror,Complement,0.631579
Base_H28_BackLoaded_Increasing,Mirror,Simplify,0.517241
Base_H28_BackLoaded_Increasing,Mirror,Intensify,0.510638
Base_H28_BackLoaded_Increasing,Mirror,Contrast,0.711111
Base_H28_BackLoaded_Increasing,Mirror,Fill,0.724138
Base_H28_BackLoaded_Increasing,Complement,Simplify,0.724138
Base_H28_BackLoaded_Increasing,Complement,Intensify,0.47619
Base_H28_BackLoaded_Increasing,Complement,Contrast,0.375
Base_H28_BackLoaded_Increasing,Complement,Fill,0.521739
Base_H28_BackLoaded_Increasing,Simplify,Intensify,0.690476
Base_H28_BackLoaded_Increasing,Simplify,Contrast,0.805556
Base_H28_BackLoaded_Increasing,Simplify,Fill,0.795918
Base_H28_BackLoaded_Increasing,Intensify,Contrast,0.6
Base_H28_BackLoaded_Increasing,Intensify,Fill,0.464286
Base_H28_BackLoaded_Increasing,Contrast,Fill,0.54902
Base_H28_Clustered_AccentedEnding,Mirror,Complement,0.611111
Base_H28_Clustered_AccentedEnding,Mirror,Simplify,0.724138
Base_H28_Clustered_AccentedEnding,Mirror,Intensify,0.477273
Base_H28_Clustered_AccentedEnding,Mirror,Contrast,0.675676
Base_H28_Clustered_AccentedEnding,Mirror,Fill,0.5
Base_H28_Clustered_AccentedEnding,Complement,Simplify,0.681818
Base_H28_Clustered_AccentedEnding,Complement,Intensify,0.525
Base_H28_Clustered_AccentedEnding,Complement,Contrast,0.633333
Base_H28_Clustered_AccentedEnding,Complement,Fill,0.513514
Base_H28_Clustered_AccentedEnding,Simplify,Intensify,0.789474
Base_H28_Clustered_AccentedEnding,Simplify,Contrast,0.727273
Base_H28_Clustered_AccentedEnding,Simplify,Fill,0.764706
Base_H28_Clustered_AccentedEnding,Intensify,Contrast,0.55
Base_H28_Clustered_AccentedEnding,Intensify,Fill,0.243902
Base_H28_Clustered_AccentedEnding,Contrast,Fill,0.411765
Base_H28_Clustered_Flat,Mirror,Complement,0.611111
Base_H28_Clustered_Flat,Mirror,Simplify,0.724138
Base_H28_Clustered_Flat,Mirror,Intensify,0.477273
Base_H28_Clustered_Flat,Mirror,Contrast,0.675676
Base_H28_Clustered_Flat,Mirror,Fill,0.487805
Base_H28_Clustered_Flat,Complement,Simplify,0.681818
Base_H28_Clustered_Flat,Complement,Intensify,0.525
Base_H28_Clustered_Flat,Complement,Contrast,0.633333
Base_H28_Clustered_Flat,Complement,Fill,0.540541
Base_H28_Clustered_Flat,Simplify,Intensify,0.789474
Base_H28_Clustered_Flat,Simplify,Contrast,0.727273
Base_H28_Clustered_Flat,Simplify,Fill,0.757576
Base_H28_Clustered_Flat,Intensify,Contrast,0.55
Base_H28_Clustered_Flat,Intensify,Fill,0.268293
Base_H28_Clustered_Flat,Contrast,Fill,0.393939
Base_H28_Clustered_Increasing,Mirror,Complement,0.611111
Base_H28_Clustered_Increasing,Mirror,Simplify,0.724138
Base_H28_Clustered_Increasing,Mirror,Intensify,0.477273
Base_H28_Clustered_Increasing,Mirror,Contrast,0.675676
Base_H28_Clustered_Increasing,Mirror,Fill,0.5
Base_H28_Clustered_Increasing,Complement,Simplify,0.681818
Base_H28_Clustered_Increasing,Complement,Intensify,0.525
Base_H28_Clustered_Increasing,Complement,Contrast,0.633333
Base_H28_Clustered_Increasing,Complement,Fill,0.513514
Base_H28_Clustered_Increasing,Simplify,Intensify,0.789474
Base_H28_Clustered_Increasing,Simplify,Contrast,0.727273
Base_H28_Clustered_Increasing,Simplify,Fill,0.764706
Base_H28_Clustered_Increasing,Intensify,Contrast,0.55
Base_H28_Clustered_Increasing,Intensify,Fill,0.243902
Base_H28_Clustered_Increasing,Contrast,Fill,0.411765
Base_H28_Even_AccentedEnding,Mirror,Complement,0.470588
Base_H28_Even_AccentedEnding,Mirror,Simplify,0.517241
Base_H28_Even_AccentedEnding,Mirror,Intensify,0.409091
Base_H28_Even_AccentedEnding,Mirror,Contrast,0.55
Base_H28_Even_AccentedEnding,Mirror,Fill,0.654545
Base_H28_Even_AccentedEnding,Complement,Simplify,0.576923
Base_H28_Even_AccentedEnding,Complement,Intensify,0.439024
Base_H28_Even_AccentedEnding,Complement,Contrast,0.266667
Base_H28_Even_AccentedEnding,Complement,Fill,0.488889
Base_H28_Even_AccentedEnding,Simplify,Intensify,0.658537
Base_H28_Even_AccentedEnding,Simplify,Contrast,0.69697
Base_H28_Even_AccentedEnding,Simplify,Fill,0.770833
Base_H28_Even_AccentedEnding,Intensify,Contrast,0.444444
Base_H28_Even_AccentedEnding,Intensify,Fill,0.491228
Base_H28_Even_AccentedEnding,Contrast,Fill,0.355556
Base_H28_Even_Flat,Mirror,Complement,0.470588
Base_H28_Even_Flat,Mirror,Simplify,0.517241
Base_H28_Even_Flat,Mirror,Intensify,0.456522
Base_H28_Even_Flat,Mirror,Contrast,0.55
Base_H28_Even_Flat,Mirror,Fill,0.654545
Base_H28_Even_Flat,Complement,Simplify,0.52
Base_H28_Even_Flat,Complement,Intensify,0.452381
Base_H28_Even_Flat,Complement,Contrast,0.266667
Base_H28_Even_Flat,Complement,Fill,0.488889
Base_H28_Even_Flat,Simplify,Intensify,0.666667
Base_H28_Even_Flat,Simplify,Contrast,0.65625
Base_H28_Even_Flat,Simplify,Fill,0.744681
Base_H28_Even_Flat,Intensify,Contrast,0.456522
Base_H28_Even_Flat,Intensify,Fill,0.473684
Base_H28_Even_Flat,Contrast,Fill,0.355556
Base_H28_Even_Increasing,Mirror,Complement,0.470588
Base_H28_Even_Increasing,Mirror,Simplify,0.517241
Base_H28_Even_Increasing,Mirror,Intensify,0.409091
Base_H28_Even_Increasing,Mirror,Contrast,0.55
Base_H28_Even_Increasing,Mirror,Fill,0.654545
Base_H28_Even_Increasing,Complement,Simplify,0.576923
Base_H28_Even_Increasing,Complement,Intensify,0.439024
Base_H28_Even_Increasing,Complement,Contrast,0.266667
Base_H28_Even_Increasing,Complement,Fill,0.488889
Base_H28_Even_Increasing,Simplify,Intensify,0.658537
Base_H28_Even_Increasing,Simplify,Contrast,0.69697
Base_H28_Even_Increasing,Simplify,Fill,0.770833
Base_H28_Even_Increasing,Intensify,Contrast,0.444444
Base_H28_Even_Increasing,Intensify,Fill,0.491228
Base_H28_Even_Increasing,Contrast,Fill,0.355556
Base_H28_FrontLoaded_AccentedEnding,Mirror,Complement,0.594595
Base_H28_FrontLoaded_AccentedEnding,Mirror,Simplify,0.482759
Base_H28_FrontLoaded_AccentedEnding,Mirror,Intensify,0.444444
Base_H28_FrontLoaded_AccentedEnding,Mirror,Contrast,0.681818
Base_H28_FrontLoaded_AccentedEnding,Mirror,Fill,0.701754
Base_H28_FrontLoaded_AccentedEnding,Complement,Simplify,0.689655
Base_H28_FrontLoaded_AccentedEnding,Complement,Intensify,0.47619
Base_H28_FrontLoaded_AccentedEnding,Complement,Contrast,0.375
Base_H28_FrontLoaded_AccentedEnding,Complement,Fill,0.488889
Base_H28_FrontLoaded_AccentedEnding,Simplify,Intensify,0.634146
Base_H28_FrontLoaded_AccentedEnding,Simplify,Contrast,0.777778
Base_H28_FrontLoaded_AccentedEnding,Simplify,Fill,0.77551
Base_H28_FrontLoaded_AccentedEnding,Intensify,Contrast,0.571429
Base_H28_FrontLoaded_AccentedEnding,Intensify,Fill,0.464286
Base_H28_FrontLoaded_AccentedEnding,Contrast,Fill,0.489796
Base_H28_FrontLoaded_Flat,Mirror,Complement,0.594595
Base_H28_FrontLoaded_Flat,Mirror,Simplify,0.517241
Base_H28_FrontLoaded_Flat,Mirror,Intensify,0.489362
Base_H28_FrontLoaded_Flat,Mirror,Contrast,0.681818
Base_H28_FrontLoaded_Flat,Mirror,Fill,0.701754
Base_H28_FrontLoaded_Flat,Complement,Simplify,0.724138
Base_H28_FrontLoaded_Flat,Complement,Intensify,0.488372
Base_H28_FrontLoaded_Flat,Complement,Contrast,0.375
Base_H28_FrontLoaded_Flat,Complement,Fill,0.488889
Base_H28_FrontLoaded_Flat,Simplify,Intensify,0.666667
Base_H28_FrontLoaded_Flat,Simplify,Contrast,0.805556
Base_H28_FrontLoaded_Flat,Simplify,Fill,0.795918
Base_H28_FrontLoaded_Flat,Intensify,Contrast,0.58
Base_H28_FrontLoaded_Flat,Intensify,Fill,0.446429
Base_H28_FrontLoaded_Flat,Contrast,Fill,0.489796
Base_H28_FrontLoaded_Increasing,Mirror,Complement,0.594595
Base_H28_FrontLoaded_Increasing,Mirror,Simplify,0.482759
Base_H28_FrontLoaded_Increasing,Mirror,Intensify,0.444444
Base_H28_FrontLoaded_Increasing,Mirror,Contrast,0.681818
Base_H28_FrontLoaded_Increasing,Mirror,Fill,0.701754
Base_H28_FrontLoaded_Increasing,Complement,Simplify,0.689655
Base_H28_FrontLoaded_Increasing,Complement,Intensify,0.47619
Base_H28_FrontLoaded_Increasing,Complement,Contrast,0.375
Base_H28_FrontLoaded_Increasing,Complement,Fill,0.488889
Base_H28_FrontLoaded_Increasing,Simplify,Intensify,0.634146
Base_H28_FrontLoaded_Increasing,Simplify,Contrast,0.777778
Base_H28_FrontLoaded_Increasing,Simplify,Fill,0.77551
Base_H28_FrontLoaded_Increasing,Intensify,Contrast,0.571429
Base_H28_FrontLoaded_Increasing,Intensify,Fill,0.464286
Base_H28_FrontLoaded_Increasing,Contrast,Fill,0.489796
Base_H32_AnchorLed_AccentedEnding,Mirror,Complement,0.567568
Base_H32_AnchorLed_AccentedEnding,Mirror,Simplify,0.818182
Base_H32_AnchorLed_AccentedEnding,Mirror,Intensify,0.268293
Base_H32_AnchorLed_AccentedEnding,Mirror,Contrast,0.72973
Base_H32_AnchorLed_AccentedEnding,Mirror,Fill,0.378378
Base_H32_AnchorLed_AccentedEnding,Complement,Simplify,0.818182
Base_H32_AnchorLed_AccentedEnding,Complement,Intensify,0.585366
Base_H32_AnchorLed_AccentedEnding,Complement,Contrast,0.64
Base_H32_AnchorLed_AccentedEnding,Complement,Fill,0.53125
Base_H32_AnchorLed_AccentedEnding,Simplify,Intensify,0.842105
Base_H32_AnchorLed_AccentedEnding,Simplify,Contrast,0.823529
Base_H32_AnchorLed_AccentedEnding,Simplify,Fill,0.777778
Base_H32_AnchorLed_AccentedEnding,Intensify,Contrast,0.631579
Base_H32_AnchorLed_AccentedEnding,Intensify,Fill,0.375
Base_H32_AnchorLed_AccentedEnding,Contrast,Fill,0.481481
Base_H32_AnchorLed_Flat,Mirror,Complement,0.567568
Base_H32_AnchorLed_Flat,Mirror,Simplify,0.818182
Base_H32_AnchorLed_Flat,Mirror,Intensify,0.268293
Base_H32_AnchorLed_Flat,Mirror,Contrast,0.72973
Base_H32_AnchorLed_Flat,Mirror,Fill,0.378378
Base_H32_AnchorLed_Flat,Complement,Simplify,0.818182
Base_H32_AnchorLed_Flat,Complement,Intensify,0.585366
Base_H32_AnchorLed_Flat,Complement,Contrast,0.64
Base_H32_AnchorLed_Flat,Complement,Fill,0.53125
Base_H32_AnchorLed_Flat,Simplify,Intensify,0.842105
Base_H32_AnchorLed_Flat,Simplify,Contrast,0.823529
Base_H32_AnchorLed_Flat,Simplify,Fill,0.777778
Base_H32_AnchorLed_Flat,Intensify,Contrast,0.631579
Base_H32_AnchorLed_Flat,Intensify,Fill,0.375
Base_H32_AnchorLed_Flat,Contrast,Fill,0.481481
Base_H32_AnchorLed_Increasing,Mirror,Complement,0.567568
Base_H32_AnchorLed_Increasing,Mirror,Simplify,0.818182
Base_H32_AnchorLed_Increasing,Mirror,Intensify,0.268293
Base_H32_AnchorLed_Increasing,Mirror,Contrast,0.72973
Base_H32_AnchorLed_Increasing,Mirror,Fill,0.378378
Base_H32_AnchorLed_Increasing,Complement,Simplify,0.818182
Base_H32_AnchorLed_Increasing,Complement,Intensify,0.585366
Base_H32_AnchorLed_Increasing,Complement,Contrast,0.64
Base_H32_AnchorLed_Increasing,Complement,Fill,0.53125
Base_H32_AnchorLed_Increasing,Simplify,Intensify,0.842105
Base_H32_AnchorLed_Increasing,Simplify,Contrast,0.823529
Base_H32_AnchorLed_Increasing,Simplify,Fill,0.777778
Base_H32_AnchorLed_Increasing,Intensify,Contrast,0.631579
Base_H32_AnchorLed_Increasing,Intensify,Fill,0.375
Base_H32_AnchorLed_Increasing,Contrast,Fill,0.481481
Base_H32_BackLoaded_AccentedEnding,Mirror,Complement,0.5
Base_H32_BackLoaded_AccentedEnding,Mirror,Simplify,0.515152
Base_H32_BackLoaded_AccentedEnding,Mirror,Intensify,0.537037
Base_H32_BackLoaded_AccentedEnding,Mirror,Contrast,0.595745
Base_H32_BackLoaded_AccentedEnding,Mirror,Fill,0.707692
Base_H32_BackLoaded_AccentedEnding,Complement,Simplify,0.464286
Base_H32_BackLoaded_AccentedEnding,Complement,Intensify,0.413043
Base_H32_BackLoaded_AccentedEnding,Complement,Contrast,0.235294
Base_H32_BackLoaded_AccentedEnding,Complement,Fill,0.5
Base_H32_BackLoaded_AccentedEnding,Simplify,Intensify,0.652174
Base_H32_BackLoaded_AccentedEnding,Simplify,Contrast,0.6
Base_H32_BackLoaded_AccentedEnding,Simplify,Fill,0.735849
Base_H32_BackLoaded_AccentedEnding,Intensify,Contrast,0.480769
Base_H32_BackLoaded_AccentedEnding,Intensify,Fill,0.484375
Base_H32_BackLoaded_AccentedEnding,Contrast,Fill,0.384615
Base_H32_BackLoaded_Flat,Mirror,Complement,0.5
Base_H32_BackLoaded_Flat,Mirror,Simplify,0.515152
Base_H32_BackLoaded_Flat,Mirror,Intensify,0.537037
Base_H32_BackLoaded_Flat,Mirror,Contrast,0.595745
Base_H32_BackLoaded_Flat,Mirror,Fill,0.707692
Base_H32_BackLoaded_Flat,Complement,Simplify,0.464286
Base_H32_BackLoaded_Flat,Complement,Intensify,0.413043
Base_H32_BackLoaded_Flat,Complement,Contrast,0.235294
Base_H32_BackLoaded_Flat,Complement,Fill,0.5
Base_H32_BackLoaded_Flat,Simplify,Intensify,0.652174
Base_H32_BackLoaded_Flat,Simplify,Contrast,0.6
Base_H32_BackLoaded_Flat,Simplify,Fill,0.735849
Base_H32_BackLoaded_Flat,Intensify,Contrast,0.480769
Base_H32_BackLoaded_Flat,Intensify,Fill,0.484375
Base_H32_BackLoaded_Flat,Contrast,Fill,0.384615
Base_H32_BackLoaded_Increasing,Mirror,Complement,0.5
Base_H32_BackLoaded_Increasing,Mirror,Simplify,0.515152
Base_H32_BackLoaded_Increasing,Mirror,Intensify,0.537037
Base_H32_BackLoaded_Increasing,Mirror,Contrast,0.595745
Base_H32_BackLoaded_Increasing,Mirror,Fill,0.707692
Base_H32_BackLoaded_Increasing,Complement,Simplify,0.464286
Base_H32_BackLoaded_Increasing,Complement,Intensify,0.413043
Base_H32_BackLoaded_Increasing,Complement,Contrast,0.235294
Base_H32_BackLoaded_Increasing,Complement,Fill,0.5
Base_H32_BackLoaded_Increasing,Simplify,Intensify,0.652174
Base_H32_BackLoaded_Increasing,Simplify,Contrast,0.6
Base_H32_BackLoaded_Increasing,Simplify,Fill,0.735849
Base_H32_BackLoaded_Increasing,Intensify,Contrast,0.480769
Base_H32_BackLoaded_Increasing,Intensify,Fill,0.484375
Base_H32_BackLoaded_Increasing,Contrast,Fill,0.384615
Base_H32_Clustered_AccentedEnding,Mirror,Complement,0.609756
Base_H32_Clustered_AccentedEnding,Mirror,Simplify,0.757576
Base_H32_Clustered_AccentedEnding,Mirror,Intensify,0.27907
Base_H32_Clustered_AccentedEnding,Mirror,Contrast,0.72093
Base_H32_Clustered_AccentedEnding,Mirror,Fill,0.454545
Base_H32_Clustered_AccentedEnding,Complement,Simplify,0.769231
Base_H32_Clustered_AccentedEnding,Complement,Intensify,0.586957
Base_H32_Clustered_AccentedEnding,Complement,Contrast,0.5625
Base_H32_Clustered_AccentedEnding,Complement,Fill,0.525
Base_H32_Clustered_AccentedEnding,Simplify,Intensify,0.804878
Base_H32_Clustered_AccentedEnding,Simplify,Contrast,0.8
Base_H32_Clustered_AccentedEnding,Simplify,Fill,0.771429
Base_H32_Clustered_AccentedEnding,Intensify,Contrast,0.6
Base_H32_Clustered_AccentedEnding,Intensify,Fill,0.311111
Base_H32_Clustered_AccentedEnding,Contrast,Fill,0.371429
Base_H32_Clustered_Flat,Mirror,Complement,0.609756
Base_H32_Clustered_Flat,Mirror,Simplify,0.757576
Base_H32_Clustered_Flat,Mirror,Intensify,0.27907
Base_H32_Clustered_Flat,Mirror,Contrast,0.72093
Base_H32_Clustered_Flat,Mirror,Fill,0.454545
Base_H32_Clustered_Flat,Complement,Simplify,0.769231
Base_H32_Clustered_Flat,Complement,Intensify,0.586957
Base_H32_Clustered_Flat,Complement,Contrast,0.5625
Base_H32_Clustered_Flat,Complement,Fill,0.525
Base_H32_Clustered_Flat,Simplify,Intensify,0.804878
Base_H32_Clustered_Flat,Simplify,Contrast,0.8
Base_H32_Clustered_Flat,Simplify,Fill,0.771429
Base_H32_Clustered_Flat,Intensify,Contrast,0.6
Base_H32_Clustered_Flat,Intensify,Fill,0.311111
Base_H32_Clustered_Flat,Contrast,Fill,0.371429
Base_H32_Clustered_Increasing,Mirror,Complement,0.609756
Base_H32_Clustered_Increasing,Mirror,Simplify,0.757576
Base_H32_Clustered_Increasing,Mirror,Intensify,0.27907
Base_H32_Clustered_Increasing,Mirror,Contrast,0.72093
Base_H32_Clustered_Increasing,Mirror,Fill,0.454545
Base_H32_Clustered_Increasing,Complement,Simplify,0.769231
Base_H32_Clustered_Increasing,Complement,Intensify,0.586957
Base_H32_Clustered_Increasing,Complement,Contrast,0.5625
Base_H32_Clustered_Increasing,Complement,Fill,0.525
Base_H32_Clustered_Increasing,Simplify,Intensify,0.804878
Base_H32_Clustered_Increasing,Simplify,Contrast,0.8
Base_H32_Clustered_Increasing,Simplify,Fill,0.771429
Base_H32_Clustered_Increasing,Intensify,Contrast,0.6
Base_H32_Clustered_Increasing,Intensify,Fill,0.311111
Base_H32_Clustered_Increasing,Contrast,Fill,0.371429
Base_H32_Even_AccentedEnding,Mirror,Complement,0.333333
Base_H32_Even_AccentedEnding,Mirror,Simplify,0.484848
Base_H32_Even_AccentedEnding,Mirror,Intensify,0.408163
Base_H32_Even_AccentedEnding,Mirror,Contrast,0.428571
Base_H32_Even_AccentedEnding,Mirror,Fill,0.610169
Base_H32_Even_AccentedEnding,Complement,Simplify,0.428571
Base_H32_Even_AccentedEnding,Complement,Intensify,0.468085
Base_H32_Even_AccentedEnding,Complement,Contrast,0.285714
Base_H32_Even_AccentedEnding,Complement,Fill,0.538462
Base_H32_Even_AccentedEnding,Simplify,Intensify,0.652174
Base_H32_Even_AccentedEnding,Simplify,Contrast,0.571429
Base_H32_Even_AccentedEnding,Simplify,Fill,0.730769
Base_H32_Even_AccentedEnding,Intensify,Contrast,0.44
Base_H32_Even_AccentedEnding,Intensify,Fill,0.350877
Base_H32_Even_AccentedEnding,Contrast,Fill,0.423077
Base_H32_Even_Flat,Mirror,Complement,0.333333
Base_H32_Even_Flat,Mirror,Simplify,0.515152
Base_H32_Even_Flat,Mirror,Intensify,0.387755
Base_H32_Even_Flat,Mirror,Contrast,0.390244
Base_H32_Even_Flat,Mirror,Fill,0.586207
Base_H32_Even_Flat,Complement,Simplify,0.407407
Base_H32_Even_Flat,Complement,Intensify,0.479167
Base_H32_Even_Flat,Complement,Contrast,0.285714
Base_H32_Even_Flat,Complement,Fill,0.538462
Base_H32_Even_Flat,Simplify,Intensify,0.652174
Base_H32_Even_Flat,Simplify,Contrast,0.558824
Base_H32_Even_Flat,Simplify,Fill,0.72549
Base_H32_Even_Flat,Intensify,Contrast,0.45098
Base_H32_Even_Flat,Intensify,Fill,0.333333
Base_H32_Even_Flat,Contrast,Fill,0.423077
Base_H32_Even_Increasing,Mirror,Complement,0.333333
Base_H32_Even_Increasing,Mirror,Simplify,0.484848
Base_H32_Even_Increasing,Mirror,Intensify,0.408163
Base_H32_Even_Increasing,Mirror,Contrast,0.428571
Base_H32_Even_Increasing,Mirror,Fill,0.610169
Base_H32_Even_Increasing,Complement,Simplify,0.428571
Base_H32_Even_Increasing,Complement,Intensify,0.468085
Base_H32_Even_Increasing,Complement,Contrast,0.285714
Base_H32_Even_Increasing,Complement,Fill,0.538462
Base_H32_Even_Increasing,Simplify,Intensify,0.652174
Base_H32_Even_Increasing,Simplify,Contrast,0.571429
Base_H32_Even_Increasing,Simplify,Fill,0.730769
Base_H32_Even_Increasing,Intensify,Contrast,0.44
Base_H32_Even_Increasing,Intensify,Fill,0.350877
Base_H32_Even_Increasing,Contrast,Fill,0.423077
Base_H32_FrontLoaded_AccentedEnding,Mirror,Complement,0.5
Base_H32_FrontLoaded_AccentedEnding,Mirror,Simplify,0.484848
Base_H32_FrontLoaded_AccentedEnding,Mirror,Intensify,0.5
Base_H32_FrontLoaded_AccentedEnding,Mirror,Contrast,0.595745
Base_H32_FrontLoaded_AccentedEnding,Mirror,Fill,0.698413
Base_H32_FrontLoaded_AccentedEnding,Complement,Simplify,0.482759
Base_H32_FrontLoaded_AccentedEnding,Complement,Intensify,0.4
Base_H32_FrontLoaded_AccentedEnding,Complement,Contrast,0.235294
Base_H32_FrontLoaded_AccentedEnding,Complement,Fill,0.48
Base_H32_FrontLoaded_AccentedEnding,Simplify,Intensify,0.622222
Base_H32_FrontLoaded_AccentedEnding,Simplify,Contrast,0.611111
Base_H32_FrontLoaded_AccentedEnding,Simplify,Fill,0.730769
Base_H32_FrontLoaded_AccentedEnding,Intensify,Contrast,0.408163
Base_H32_FrontLoaded_AccentedEnding,Intensify,Fill,0.37931
Base_H32_FrontLoaded_AccentedEnding,Contrast,Fill,0.36
Base_H32_FrontLoaded_Flat,Mirror,Complement,0.5
Base_H32_FrontLoaded_Flat,Mirror,Simplify,0.515152
Base_H32_FrontLoaded_Flat,Mirror,Intensify,0.537037
Base_H32_FrontLoaded_Flat,Mirror,Contrast,0.595745
Base_H32_FrontLoaded_Flat,Mirror,Fill,0.698413
Base_H32_FrontLoaded_Flat,Complement,Simplify,0.464286
Base_H32_FrontLoaded_Flat,Complement,Intensify,0.413043
Base_H32_FrontLoaded_Flat,Complement,Contrast,0.235294
Base_H32_FrontLoaded_Flat,Complement,Fill,0.48
Base_H32_FrontLoaded_Flat,Simplify,Intensify,0.652174
Base_H32_FrontLoaded_Flat,Simplify,Contrast,0.6
Base_H32_FrontLoaded_Flat,Simplify,Fill,0.72549
Base_H32_FrontLoaded_Flat,Intensify,Contrast,0.42
Base_H32_FrontLoaded_Flat,Intensify,Fill,0.389831
Base_H32_FrontLoaded_Flat,Contrast,Fill,0.36
Base_H32_FrontLoaded_Increasing,Mirror,Complement,0.5
Base_H32_FrontLoaded_Increasing,Mirror,Simplify,0.515152
Base_H32_FrontLoaded_Increasing,Mirror,Intensify,0.5
Base_H32_FrontLoaded_Increasing,Mirror,Contrast,0.595745
Base_H32_FrontLoaded_Increasing,Mirror,Fill,0.698413
Base_H32_FrontLoaded_Increasing,Complement,Simplify,0.464286
Base_H32_FrontLoaded_Increasing,Complement,Intensify,0.4
Base_H32_FrontLoaded_Increasing,Complement,Contrast,0.235294
Base_H32_FrontLoaded_Increasing,Complement,Fill,0.48
Base_H32_FrontLoaded_Increasing,Simplify,Intensify,0.644444
Base_H32_FrontLoaded_Increasing,Simplify,Contrast,0.6
Base_H32_FrontLoaded_Increasing,Simplify,Fill,0.72549
Base_H32_FrontLoaded_Increasing,Intensify,Contrast,0.408163
Base_H32_FrontLoaded_Increasing,Intensify,Fill,0.37931
Base_H32_FrontLoaded_Increasing,Contrast,Fill,0.36
